username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
redcarpetcrash;2018-11-24 15:00;1;0;"Dallas: Win Tickets To Opening Night Of ‘Chicago’ Tuesday, December 18 At Winspear Opera House http:// redcarpetcrash.com/dallas-win-tic kets-to-opening-night-of-chicago-tuesday-december-18-at-winspear-opera-house/ …";;;;"1066436292882370560";https://twitter.com/redcarpetcrash/status/1066436292882370560
redcarpetcrash;2018-11-24 14:46;0;0;"Documentary Review: 'Brewmaster' http:// redcarpetcrash.com/documentary-re view-brewmaster/ …";;;;"1066432769788645376";https://twitter.com/redcarpetcrash/status/1066432769788645376
redcarpetcrash;2018-11-24 14:30;0;0;"Phoenix: Win An ROE Prize Pack For ‘Robin Hood’ http:// redcarpetcrash.com/phoenix-win-an -roe-prize-pack-for-robin-hood/ …";;;;"1066428744397578240";https://twitter.com/redcarpetcrash/status/1066428744397578240
redcarpetcrash;2018-11-24 14:15;1;1;"Watch Trailer For ‘Once Upon A Deadpool’ PG-13 Version Starting Wednesday, December 12th In Theaters http:// redcarpetcrash.com/watch-trailer- for-once-upon-a-deadpool-pg-13-version-starting-wednesday-december-12th-in-theaters/ …";;;;"1066424968945246208";https://twitter.com/redcarpetcrash/status/1066424968945246208
Imn0taaron;2018-11-24 14:00;0;0;"Just going through the motions but I do it in an armored truck that way when I crash instead of spazz I’ll be calm as fuck https:// twitter.com/Trashvis/statu s/905907221804044298 …";;;;"1066421431725146118";https://twitter.com/Imn0taaron/status/1066421431725146118
redcarpetcrash;2018-11-24 14:00;1;0;"Las Vegas: Win An ROE Prize Pack For ‘Robin Hood’ http:// redcarpetcrash.com/las-vegas-win- an-roe-prize-pack-for-robin-hood/ …";;;;"1066421193723584513";https://twitter.com/redcarpetcrash/status/1066421193723584513
redcarpetcrash;2018-11-24 13:45;2;1;"Watch Trailers/TV Spots For ‘Aquaman’ http:// redcarpetcrash.com/watch-trailer- for-aquaman/ …";;;;"1066417419323928576";https://twitter.com/redcarpetcrash/status/1066417419323928576
redcarpetcrash;2018-11-24 13:30;1;1;"Dallas: Win Passes To An Advance Screening Of ‘The Favourite’ http:// redcarpetcrash.com/dallas-win-pas ses-to-an-advance-screening-of-the-favourite/ …";;;;"1066413644878094336";https://twitter.com/redcarpetcrash/status/1066413644878094336
redcarpetcrash;2018-11-24 13:15;1;0;"Watch Trailers For ‘The Secret Life Of Pets 2’ http:// redcarpetcrash.com/watch-trailer- for-the-secret-life-of-pets-2/ …";;;;"1066409868951732224";https://twitter.com/redcarpetcrash/status/1066409868951732224
ceruleetheblue;2018-11-24 13:05;1;1;"What is she supposed to do? Give the criminal a crash course on how to not assault women?";;;;"1066407510406500352";https://twitter.com/ceruleetheblue/status/1066407510406500352
glimmertwintx;2018-11-24 13:02;0;0;"the " crash " usually takes the form of a red indicator light on the bottom of TV (which is usually white when the TV is on), followed by some reboot routine when I finally get the TV to turn on. Sometimes the TV just crashes while watching, like when Longhorns are about to score.";;;;"1066406665136820225";https://twitter.com/glimmertwintx/status/1066406665136820225
redcarpetcrash;2018-11-24 13:00;0;0;"Austin: Win Passes To An Advance Screening Of ‘The Favourite’ http:// redcarpetcrash.com/austin-win-pas ses-to-an-advance-screening-of-the-favourite/ …";;;;"1066406096221270017";https://twitter.com/redcarpetcrash/status/1066406096221270017
wfaa;2018-11-24 12:45;0;2;"Warriors star Stephen Curry uninjured after being involved in three-car crash http:// bit.ly/2PRsjDM pic.twitter.com/e4cH2ELK28";;;;"1066402381636747265";https://twitter.com/wfaa/status/1066402381636747265
redcarpetcrash;2018-11-24 12:44;1;0;"Watch Trailer For ‘The Intruder’ http:// redcarpetcrash.com/watch-trailer- for-the-intruder/ …";;;;"1066402067651149824";https://twitter.com/redcarpetcrash/status/1066402067651149824
redcarpetcrash;2018-11-24 12:30;1;0;"Detroit: Win Passes To An Advance Screening Of ‘MORTAL ENGINES’ http:// redcarpetcrash.com/detroit-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066398544196714496";https://twitter.com/redcarpetcrash/status/1066398544196714496
redcarpetcrash;2018-11-24 12:15;1;0;"Watch Trailer For ‘Holly Star’ http:// redcarpetcrash.com/watch-trailer- for-holly-star/ …";;;;"1066394769637687298";https://twitter.com/redcarpetcrash/status/1066394769637687298
TRIAccidents;2018-11-24 12:01;1;1;"Much like other areas of the crash reconstruction industry, the analysis of crash events in the past were antiquated and in need for the right technology to come to its rescue. 3D scanning technology has brought crash reconstruction into the 21st Century! https://www. triplerinvestigations.com/blog/3dscanning pic.twitter.com/3fhybCVOCw";;;;"1066391397748695040";https://twitter.com/TRIAccidents/status/1066391397748695040
redcarpetcrash;2018-11-24 12:00;0;0;"San Antonio: Win Passes To An Advance Screening Of ‘Second Act’ http:// redcarpetcrash.com/san-antonio-wi n-passes-to-an-advance-screening-of-second-act/ …";;;;"1066390998987624449";https://twitter.com/redcarpetcrash/status/1066390998987624449
redcarpetcrash;2018-11-24 11:44;0;0;"Watch Trailer For ‘Replicas’ http:// redcarpetcrash.com/watch-trailer- for-replicas/ …";;;;"1066386967988908033";https://twitter.com/redcarpetcrash/status/1066386967988908033
redcarpetcrash;2018-11-24 11:30;0;0;"Phoenix: Win Passes To An Advance Screening Of ‘Spider-Man: Into The Spider Verse’ http:// redcarpetcrash.com/phoenix-win-pa sses-to-an-advance-screening-of-spider-man-into-the-spider-verse/ …";;;;"1066383445159370753";https://twitter.com/redcarpetcrash/status/1066383445159370753
redcarpetcrash;2018-11-24 11:15;0;0;"Watch Trailer For ‘Bob Lazar: Area 51 & Flying Saucers’ http:// redcarpetcrash.com/watch-trailer- for-bob-lazar-area-51-flying-saucers/ …";;;;"1066379670134931456";https://twitter.com/redcarpetcrash/status/1066379670134931456
redcarpetcrash;2018-11-24 11:00;0;0;"Las Vegas: Win Passes To An Advance Screening Of ‘Spider-Man: Into The Spider Verse’ http:// redcarpetcrash.com/las-vegas-win- passes-to-an-advance-screening-of-spider-man-into-the-spider-verse/ …";;;;"1066375895194038272";https://twitter.com/redcarpetcrash/status/1066375895194038272
redcarpetcrash;2018-11-24 10:43;1;1;"Watch Trailer For ‘Lifechanger’ http:// redcarpetcrash.com/watch-trailer- for-lifechanger/ …";;;;"1066371617360613376";https://twitter.com/redcarpetcrash/status/1066371617360613376
NancyFi75827518;2018-11-24 10:41;0;0;"49 dead in Nepal's worst plane crash in decades March 12, 2018 https:// youtu.be/FlD69wYNlos?FJ yG …";;;;"1066371122357133312";https://twitter.com/NancyFi75827518/status/1066371122357133312
redcarpetcrash;2018-11-24 10:30;0;0;"Denver: Win ROE Passes To Of ‘Robin Hood’ http:// redcarpetcrash.com/denver-win-roe -passes-to-of-robin-hood/ …";;;;"1066368346927460357";https://twitter.com/redcarpetcrash/status/1066368346927460357
kasssmichelle;2018-11-24 10:28;1;2;"Don’t surround yourself with crash dummies";;;;"1066367998800334848";https://twitter.com/kasssmichelle/status/1066367998800334848
IIIDeaton;2018-11-24 10:22;0;4;"All God's hand and His plan my brother. He let me crash knowing I would call out to Jesus and then gave me eyes and ears to believe His Word in total . A miracle in our eyes but just God's hand at work in His.";;;;"1066366372362547203";https://twitter.com/IIIDeaton/status/1066366372362547203
KONCRETESLAB;2018-11-24 10:18;0;0;"IM ON SOME YOUNG NIGGA SHIT...NO CRASH DUMMY SHIT THO. S/O bigb_on_da_track #SOLID #LOUISIANA #DALLAS #KINGSOLIDAPPROVED @Texas's 32nd Congressional District https://www. instagram.com/p/BpHZPVIhNBk/ ?utm_source=ig_twitter_share&igshid=1d2h3p84xebcu …";;@Texas;#SOLID #LOUISIANA #DALLAS #KINGSOLIDAPPROVED;"1066365343214563329";https://twitter.com/KONCRETESLAB/status/1066365343214563329
redcarpetcrash;2018-11-24 10:15;0;0;"Watch Trailer For ‘Serenity’ http:// redcarpetcrash.com/watch-trailer- for-serenity/ …";;;;"1066364570405560322";https://twitter.com/redcarpetcrash/status/1066364570405560322
redcarpetcrash;2018-11-24 10:00;0;0;"Salt Lake City: Win ROE Passes To ‘Robin Hood’ http:// redcarpetcrash.com/salt-lake-city -win-roe-passes-to-robin-hood/ …";;;;"1066360796765216768";https://twitter.com/redcarpetcrash/status/1066360796765216768
redcarpetcrash;2018-11-24 09:42;0;1;"Watch Trailer For ‘The LEGO Movie 2: The Second Part’ http:// redcarpetcrash.com/watch-trailer- for-the-lego-movie-2-the-second-part/ …";;;;"1066356265952120833";https://twitter.com/redcarpetcrash/status/1066356265952120833
heidi_hardy;2018-11-24 09:37;0;0;"Stephen Curry Involved in Multi-Car Crash in California, Police Say https://www. nbcboston.com/news/sports/Wa rriors-Stephen-Curry-Involved-in-Car-Crash-on-Hwy-24-in-Oakland-Appears-Unijured-501142082.html … @NECN";;@NECN;;"1066355042968588289";https://twitter.com/heidi_hardy/status/1066355042968588289
TheDragonsBall;2018-11-24 09:34;0;0;"I added a video to a @YouTube playlist http:// youtu.be/sxGKcnvdglI?a Ray Dalio: The Next CRASH Causes & What Should You Do. Ray Dalio on The";;@YouTube;;"1066354501345570816";https://twitter.com/TheDragonsBall/status/1066354501345570816
redcarpetcrash;2018-11-24 09:30;0;0;"Dallas: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/dallas-win-pas ses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066353247366119431";https://twitter.com/redcarpetcrash/status/1066353247366119431
CrashClarkson;2018-11-24 09:26;2;6;"Anybody trynna make some music today, I got this stupid trap beat produced by @Rayy_Hall";;@Rayy_Hall;;"1066352429296439297";https://twitter.com/CrashClarkson/status/1066352429296439297
redcarpetcrash;2018-11-24 09:15;0;0;"Watch Trailers For ‘The Limit’ http:// redcarpetcrash.com/watch-trailers -for-the-limit/ …";;;;"1066349470722351104";https://twitter.com/redcarpetcrash/status/1066349470722351104
CrashClarkson;2018-11-24 09:05;1;1;"Bruh Lmaoo. If I gotta pay my taxes for my small business, so do u lil whores https:// twitter.com/DaveClegane/st atus/1066186814053105666 …";;;;"1066347168355794944";https://twitter.com/CrashClarkson/status/1066347168355794944
ryan_redd;2018-11-24 09:02;0;0;"I liked a @YouTube video http:// youtu.be/cEyRBJtOINQ?a Stephen Curry SCARY Car Crash Accident!";;@YouTube;;"1066346261706608640";https://twitter.com/ryan_redd/status/1066346261706608640
redcarpetcrash;2018-11-24 09:00;0;0;"Houston: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/houston-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066345703230853123";https://twitter.com/redcarpetcrash/status/1066345703230853123
redcarpetcrash;2018-11-24 08:45;1;0;"Documentary Review: ‘Maria By Callas’ http:// redcarpetcrash.com/documentary-re view-maria-by-callas/ …";;;;"1066341921247772675";https://twitter.com/redcarpetcrash/status/1066341921247772675
redcarpetcrash;2018-11-24 08:30;1;0;"San Antonio: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/san-antonio-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066338146391113728";https://twitter.com/redcarpetcrash/status/1066338146391113728
SCSOP;2018-11-24 08:29;0;0;"Yes battery is in entire chassis but as far as I have seen / studied really has not crash protection. Once penetrated cooling system stops and heat rises quickly. Coolant flammable, batteries combustible ? Is this safe ? I would prefer small hybrid battery behind back seat";;;;"1066338117869809664";https://twitter.com/SCSOP/status/1066338117869809664
IamMrAudio;2018-11-24 08:23;0;2;"You know what I hate mostly is when someone follows and when you go out your way to follow them back. They ass unfollow you just to build up there status smh I hope all your electronics crash on you all at once";;;;"1066336600680996870";https://twitter.com/IamMrAudio/status/1066336600680996870
redcarpetcrash;2018-11-24 08:15;1;0;"Watch Trailer For ‘Dead In A Week’ http:// redcarpetcrash.com/watch-trailer- for-dead-in-a-week/ …";;;;"1066334371710423040";https://twitter.com/redcarpetcrash/status/1066334371710423040
redcarpetcrash;2018-11-24 08:00;1;0;"Austin: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/austin-win-pas ses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066330597239476226";https://twitter.com/redcarpetcrash/status/1066330597239476226
wfaa;2018-11-24 07:45;2;8;"Warriors star Stephen Curry uninjured after being involved in three-car crash http:// bit.ly/2PODOM2 pic.twitter.com/ahJD6DTYdW";;;;"1066326879152541696";https://twitter.com/wfaa/status/1066326879152541696
redcarpetcrash;2018-11-24 07:45;1;0;"Movie Review: ‘Creed II’ http:// redcarpetcrash.com/movie-review-c reed-ii/ …";;;;"1066326821728370689";https://twitter.com/redcarpetcrash/status/1066326821728370689
Buckeyetxgrl2_0;2018-11-24 07:34;0;11;"I’m so pumped for this game up but still sore from my car crash I’m going to need to hit the gym and have a Bloody Mary or three. Maybe not in that order.";;;;"1066324213198462976";https://twitter.com/Buckeyetxgrl2_0/status/1066324213198462976
redcarpetcrash;2018-11-24 07:30;0;0;"Oklahoma City: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/oklahoma-city- win-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066323047529902080";https://twitter.com/redcarpetcrash/status/1066323047529902080
redcarpetcrash;2018-11-24 07:15;0;0;"Interview: Rich Moore & Phil Johnston talk “Ralph Breaks the Internet” http:// redcarpetcrash.com/interview-rich -moore-phil-johnston-talk-ralph-breaks-the-internet/ …";;;;"1066319276141797377";https://twitter.com/redcarpetcrash/status/1066319276141797377
redcarpetcrash;2018-11-24 07:00;0;0;"McAllen, TX: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/mcallen-tx-win -passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066315503596007424";https://twitter.com/redcarpetcrash/status/1066315503596007424
redcarpetcrash;2018-11-24 06:45;1;0;"Movie Review: ‘The Favourite’ http:// redcarpetcrash.com/movie-review-t he-favourite/ …";;;;"1066311722158370816";https://twitter.com/redcarpetcrash/status/1066311722158370816
redcarpetcrash;2018-11-24 06:30;0;0;"Honolulu: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/honolulu-win-p asses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066307947586826240";https://twitter.com/redcarpetcrash/status/1066307947586826240
redcarpetcrash;2018-11-24 06:15;1;0;"Watch Trailers For ‘Stan & Ollie’ http:// redcarpetcrash.com/watch-trailer- for-stan-ollie/ …";;;;"1066304172264288256";https://twitter.com/redcarpetcrash/status/1066304172264288256
redcarpetcrash;2018-11-24 06:00;2;1;"Albuquerque: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/albuquerque-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066300402683899904";https://twitter.com/redcarpetcrash/status/1066300402683899904
redcarpetcrash;2018-11-24 05:45;1;0;"Watch Trailer For ‘Ghostbox Cowboy’ http:// redcarpetcrash.com/watch-trailer- for-ghostbox-cowboy/ …";;;;"1066296622735192064";https://twitter.com/redcarpetcrash/status/1066296622735192064
redcarpetcrash;2018-11-24 05:30;1;0;"Las Vegas: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/las-vegas-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066292848830701568";https://twitter.com/redcarpetcrash/status/1066292848830701568
redcarpetcrash;2018-11-24 05:15;1;0;"Watch ‘Destroyer’ Trailer And Clip http:// redcarpetcrash.com/watch-destroye r-trailer/ …";;;;"1066289073084669952";https://twitter.com/redcarpetcrash/status/1066289073084669952
redcarpetcrash;2018-11-24 05:00;1;0;"Phoenix: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/phoenix-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066285300047990784";https://twitter.com/redcarpetcrash/status/1066285300047990784
redcarpetcrash;2018-11-24 04:45;0;1;"Movie Review: ‘Ralph Breaks The Internet’ http:// redcarpetcrash.com/movie-review-r alph-breaks-the-internet/ …";;;;"1066281523169685504";https://twitter.com/redcarpetcrash/status/1066281523169685504
redcarpetcrash;2018-11-24 04:30;0;1;"Kansas City: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/kansas-city-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066277748690190337";https://twitter.com/redcarpetcrash/status/1066277748690190337
ConstanceJackso;2018-11-24 04:24;0;0;"No Sir! Trump HIMSELF TOOK CREDIT PERSONALLY 4 STOCK MARKET. STOCK MARKET CRASH IS GOP & TRUMPS FAULT. If Trump Takes Credit 4 Stock Market RISE, Then Its HIS When It FALLS. Goes Both Ways NYC WUSS, TRAITOR TRUMP.";;;;"1066276280851677185";https://twitter.com/ConstanceJackso/status/1066276280851677185
redcarpetcrash;2018-11-24 04:15;1;0;"Movie Review: ‘Ralph Breaks The Internet’ Is The Best Animated Film Of 2018! http:// redcarpetcrash.com/movie-review-r alph-breaks-the-internet-is-the-best-animated-film-of-2018/ …";;;;"1066273973984509952";https://twitter.com/redcarpetcrash/status/1066273973984509952
redcarpetcrash;2018-11-24 04:00;1;0;"Minneapolis: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/minneapolis-wi n-passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066270201153388547";https://twitter.com/redcarpetcrash/status/1066270201153388547
redcarpetcrash;2018-11-24 03:45;1;0;"Movie Review: ‘Green Book’ Is Oddly The Feel Good Oscar Contender http:// redcarpetcrash.com/movie-review-g reen-book-is-oddly-the-feel-good-oscar-contender/ …";;;;"1066266423754989568";https://twitter.com/redcarpetcrash/status/1066266423754989568
redcarpetcrash;2018-11-24 03:30;1;0;"Atlanta: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/atlanta-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066262648709206017";https://twitter.com/redcarpetcrash/status/1066262648709206017
redcarpetcrash;2018-11-24 03:15;1;0;"Watch Trailer For ‘After’ http:// redcarpetcrash.com/watch-trailer- for-after/ …";;;;"1066258874158714880";https://twitter.com/redcarpetcrash/status/1066258874158714880
redcarpetcrash;2018-11-24 03:00;1;0;"Charlotte: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/charlotte-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066255102724337664";https://twitter.com/redcarpetcrash/status/1066255102724337664
redcarpetcrash;2018-11-24 02:45;1;0;"Movie Review: ‘Write When You Get Work’ And Interview With Director Stacy Cochran http:// redcarpetcrash.com/movie-review-w rite-when-you-get-work-and-interview-with-director-stacy-cochran/ …";;;;"1066251324260532225";https://twitter.com/redcarpetcrash/status/1066251324260532225
angelus_04;2018-11-24 02:43;0;0;"I liked a @YouTube video http:// youtu.be/tx4ivs6l3IQ?a Mega man 2 nes episode 5 crash man";;@YouTube;;"1066250934806818818";https://twitter.com/angelus_04/status/1066250934806818818
redcarpetcrash;2018-11-24 02:30;1;0;"Raleigh: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/raleigh-win-pa sses-to-an-advance-screening-of-mortal-engines/ …";;;;"1066247549680529408";https://twitter.com/redcarpetcrash/status/1066247549680529408
Narcheekss;2018-11-24 02:27;1;2;"You ever be driving and on yo phone and then realize you wasnt looking at the road at all like "damn how tf I ain't crash "";;;;"1066247012000194562";https://twitter.com/Narcheekss/status/1066247012000194562
angelus_04;2018-11-24 02:20;0;0;"I liked a @YouTube video http:// youtu.be/iZh3gfjz-wI?a Let's Play Mega Man 2 (NES) Part 3 - Crash Down";;@YouTube;;"1066245272932470784";https://twitter.com/angelus_04/status/1066245272932470784
redcarpetcrash;2018-11-24 02:15;1;0;"Watch Trailer For ‘The Lion King’ http:// redcarpetcrash.com/watch-trailer- for-the-lion-king/ …";;;;"1066243774240550912";https://twitter.com/redcarpetcrash/status/1066243774240550912
redcarpetcrash;2018-11-24 02:00;1;0;"Nashville: Win Passes To An Advance Screening Of ‘Mortal Engines’ http:// redcarpetcrash.com/nashville-win- passes-to-an-advance-screening-of-mortal-engines/ …";;;;"1066239999354552320";https://twitter.com/redcarpetcrash/status/1066239999354552320
angelus_04;2018-11-24 01:57;0;0;"I liked a @YouTube video http:// youtu.be/Lx1Zh-AEe-4?a Mega Man 2 - Part 6 - Crash Man";;@YouTube;;"1066239264436953088";https://twitter.com/angelus_04/status/1066239264436953088
redcarpetcrash;2018-11-24 01:45;2;1;"‘Pete Holmes: Dirty Clean’ Premieres On HBO Saturday, December 15 http:// redcarpetcrash.com/pete-holmes-di rty-clean-premieres-on-hbo-saturday-december-15/ …";;;;"1066236224505954304";https://twitter.com/redcarpetcrash/status/1066236224505954304
angelus_04;2018-11-24 01:38;0;0;"I liked a @YouTube video http:// youtu.be/h3zpeqH_osk?a Let's Play Megaman 2 Part 2: Metal, Air and Crash Get Owned";;@YouTube;;"1066234565805645825";https://twitter.com/angelus_04/status/1066234565805645825
princesskate258;2018-11-24 01:32;0;1;"I told my stepmom that I was thinking about what I would do if the plane crash when I was otw to Arizona, on the plane so she gave me some sleeping pills, so im excited to not have to think about that for 2 hours straight pray for me y’all, please";;;;"1066232990781460480";https://twitter.com/princesskate258/status/1066232990781460480
redcarpetcrash;2018-11-24 01:30;1;1;"New York And Los Angeles: Win ROE Passes To ‘Tiger’ http:// redcarpetcrash.com/new-york-and-l os-angeles-win-roe-passes-to-tiger/ …";;;;"1066232449745764352";https://twitter.com/redcarpetcrash/status/1066232449745764352
maricia214;2018-11-24 01:28;0;5;"Bruh I just waisted 2 hours on the waiting list @Pluckers then took a while til we saw a waiter to take our food order all so the system to crash this the 2nd time this has happen to me :( MARI JUST WANTS HER SPICE LEMON PEPPER WINGS AND SWEET POTATO FRIES! 3 hours later";;@Pluckers;;"1066231976825221120";https://twitter.com/maricia214/status/1066231976825221120
DrewURattenchun;2018-11-24 01:24;0;0;"So I got somewhere to crash if I come visit? RT @__thegoddess : First Christmas in my own place";;@__thegoddess;;"1066231139189383168";https://twitter.com/DrewURattenchun/status/1066231139189383168
redcarpetcrash;2018-11-24 01:15;1;1;"Watch Previews Of ‘Dynasties’ On BBC America Saturday, January 19 http:// redcarpetcrash.com/watch-preview- of-dynasties-on-bbc-america-saturday-january-19/ …";;;;"1066228675199287296";https://twitter.com/redcarpetcrash/status/1066228675199287296
redcarpetcrash;2018-11-24 01:00;1;0;"Austin: FREE Passes To An Advance Screening Of The First Two Episodes Of Nat Geo’s ‘Valley Of The Boom’ http:// redcarpetcrash.com/austin-free-pa sses-to-an-advance-screening-of-the-first-two-episodes-of-nat-geos-valley-of-the-boom/ …";;;;"1066224900090654720";https://twitter.com/redcarpetcrash/status/1066224900090654720
redcarpetcrash;2018-11-24 00:45;1;0;"‘Killer Unknown’ Preview Saturday, Nov. 24 On Investigation Discovery http:// redcarpetcrash.com/killer-unknown -preview-saturday-on-investigation-discovery/ …";;;;"1066221125091426304";https://twitter.com/redcarpetcrash/status/1066221125091426304
redcarpetcrash;2018-11-24 00:30;1;0;"Minneapolis: Win Passes To An Advance Screening Of ‘Aquaman’ http:// redcarpetcrash.com/minneapolis-wi n-passes-to-an-advance-screening-of-aquaman/ …";;;;"1066217350188417024";https://twitter.com/redcarpetcrash/status/1066217350188417024
ShigeakiDev;2018-11-24 00:18;0;0;"The Crash and Burn of Dolce & Gabbana via NYT https:// nyti.ms/2TFnnQn pic.twitter.com/hISYpHMYaa";;;;"1066214415224238080";https://twitter.com/ShigeakiDev/status/1066214415224238080
redcarpetcrash;2018-11-24 00:15;1;0;"‘Killer Unknown’ Preview Saturday, November 24 On Investigation Discovery http:// redcarpetcrash.com/killer-unknown -preview-saturday-on-investigation-discovery-2/ …";;;;"1066213575637852160";https://twitter.com/redcarpetcrash/status/1066213575637852160
redcarpetcrash;2018-11-24 00:01;1;0;"Detroit: Win Passes To An Advance Screening Of ‘WELCOME TO MARWEN’ http:// redcarpetcrash.com/detroit-win-pa sses-to-an-advance-screening-of-welcome-to-marwen/ …";;;;"1066210052434849792";https://twitter.com/redcarpetcrash/status/1066210052434849792
CrashClarkson;2018-11-23 22:24;0;0;"Irate.";;;;"1066185889074880512";https://twitter.com/CrashClarkson/status/1066185889074880512
CrashClarkson;2018-11-23 21:53;1;4;"Man I’m trynna have a baby so me and my kinfolk can flex on em";;;;"1066177997349289986";https://twitter.com/CrashClarkson/status/1066177997349289986
TeresaMata07;2018-11-23 21:42;0;1;"Turned to a whole different person, drive my whip Crash my whip off the drugs I'm swervin";;;;"1066175100557410304";https://twitter.com/TeresaMata07/status/1066175100557410304
heidi_hardy;2018-11-23 21:37;0;0;"Stephen Curry Involved in Multi-Car Crash in California, Police Say https://www. nbcboston.com/news/sports/Wa rriors-Stephen-Curry-Involved-in-Car-Crash-on-Hwy-24-in-Oakland-Appears-Unijured-501142082.html … @nbcdfw";;@nbcdfw;;"1066173815082835968";https://twitter.com/heidi_hardy/status/1066173815082835968
FOXSportsSW;2018-11-23 21:26;0;0;"The El Paso Franklin Cougars' community rallied around athlete James McLane-Green after a car crash left him in stable condition in the hospital. #txhsfbplayoffs pic.twitter.com/Rnmlsbj1WV";;;#txhsfbplayoffs;"1066171247996821504";https://twitter.com/FOXSportsSW/status/1066171247996821504
RainDebJoys;2018-11-23 19:29;0;0;"I liked a @YouTube video http:// youtu.be/RW1ChiWyiZQ?a Tricksters: An Introduction: Crash Course World Mythology 20";;@YouTube;;"1066141686076723202";https://twitter.com/RainDebJoys/status/1066141686076723202
RainDebJoys;2018-11-23 19:18;0;0;"I liked a @YouTube video http:// youtu.be/udj1FReC2TI?a Hermes and Loki and Tricksters Part 2: Crash Course World Mythology #21";;@YouTube;#21;"1066138948613750784";https://twitter.com/RainDebJoys/status/1066138948613750784
IIIDeaton;2018-11-23 19:02;0;0;"It was a supernatural change in my mind when surrendering to Jesus after a 58 year slow life crash . Began reading the Bible one day and believed every single word of it. It made total and complete sense. God did it all. It even scared me how true it all was.";;;;"1066134920274284544";https://twitter.com/IIIDeaton/status/1066134920274284544
raj_manjrekar;2018-11-23 18:08;0;0;"Warriors' Curry not hurt in multicar crash https:// es.pn/2TDIVNy";;;;"1066121324341399552";https://twitter.com/raj_manjrekar/status/1066121324341399552
BiggSucc;2018-11-23 18:03;0;0;"I hope your severes crash and shut down";;;;"1066120208023240704";https://twitter.com/BiggSucc/status/1066120208023240704
BuildJOBACUS;2018-11-23 17:40;0;7;"If we focused on why people are depressed, not only would suicides crash but people who want to kill themselves wouldn't.";;;;"1066114363940052992";https://twitter.com/BuildJOBACUS/status/1066114363940052992
redcarpetcrash;2018-11-23 17:40;0;0;"Documentary Review: ‘Brewmaster’ http:// redcarpetcrash.com/documentary-re view-brewmaster/ …";;;;"1066114170427400192";https://twitter.com/redcarpetcrash/status/1066114170427400192
redcarpetcrash;2018-11-23 17:30;0;0;"Win A Copy Of ‘The Little Witch’ DVD http:// redcarpetcrash.com/win-a-copy-of- the-little-witch-dvd/ …";;;;"1066111655057203203";https://twitter.com/redcarpetcrash/status/1066111655057203203
redcarpetcrash;2018-11-23 17:15;1;1;"Win A ‘Fantastic Beasts: The Crimes Of Grindelwald’ Prize Pack http:// redcarpetcrash.com/win-a-fantasti c-beasts-the-crimes-of-grindelwald-prize-pack/ …";;;;"1066107878858084352";https://twitter.com/redcarpetcrash/status/1066107878858084352
NBCDFWSports;2018-11-23 17:03;0;0;"Stephen Curry involved in multi-car crash in California, police say: http:// on.nbcdfw.com/40KHrVP pic.twitter.com/36u8TceHgA";;;;"1066105000739385344";https://twitter.com/NBCDFWSports/status/1066105000739385344
